rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,forecast_rainfall_1h,forecast_rainfall_3h,forecast_rainfall_6h,forecast_rainfall_12h,temperature,humidity,pressure,wind_speed,elevation,slope,drainage_capacity,impervious_surface,population_density,historical_flood_frequency,flood
3.69,5.8,11.5,13.79,50.31,7.99,13.94,0.0,14.43,29.47,61.81,999.09,9.03,11.73,3.09,44.7,70.95,6580.09,5.17,0
2.07,10.13,46.61,53.3,65.47,3.56,29.68,37.33,40.48,36.71,96.45,985.03,14.7,6.05,1.36,68.37,98.0,8030.53,2.11,0
2.57,5.76,9.91,21.43,57.15,8.01,0.0,0.0,22.24,37.31,86.39,1008.26,6.05,13.17,2.31,52.23,38.54,9210.6,4.64,0
3.12,8.53,16.61,26.23,34.39,6.49,3.64,25.2,0.0,31.37,77.27,1011.03,23.8,13.25,5.53,50.39,62.9,3135.62,0.0,0
3.19,14.56,83.72,91.57,106.37,3.76,7.05,73.37,139.63,36.23,92.03,997.55,32.3,1.0,4.15,56.77,78.09,9801.6,5.38,0
4.57,10.75,16.56,30.14,53.08,3.34,9.55,39.11,79.91,19.01,84.78,1012.59,4.42,18.99,2.26,36.59,32.06,4224.47,0.23,0
0.73,3.24,63.67,90.21,94.96,7.1,0.0,51.38,94.68,23.76,84.6,1007.89,11.39,9.86,2.52,31.76,66.53,6409.32,1.59,0
0.52,4.99,10.74,12.37,18.05,0.0,0.0,11.84,9.73,23.28,63.39,1005.31,22.67,2.34,2.47,49.3,43.02,7714.73,3.84,0
10.37,12.11,13.74,18.27,25.68,7.6,13.0,6.8,0.0,25.2,75.92,1013.26,16.27,1.0,6.04,69.19,62.75,5769.57,0.85,0
4.59,12.51,17.19,24.22,28.29,3.91,4.29,29.46,0.0,17.31,79.27,1007.1,19.15,6.84,1.98,52.9,70.3,6524.81,1.63,0
0.28,6.94,10.92,12.0,14.29,0.0,9.41,26.54,20.19,29.1,99.2,996.42,27.31,19.18,2.47,52.13,67.81,9145.65,3.56,0
5.81,6.43,83.28,99.45,102.69,9.05,2.62,98.98,86.59,29.1,76.87,1011.95,0.0,1.0,1.66,60.15,58.74,3627.29,2.43,0
0.76,3.42,5.26,25.8,47.45,0.0,20.29,0.0,30.71,27.81,93.1,1003.6,18.29,26.34,2.35,55.07,78.69,4367.45,4.52,1
0.65,6.76,7.04,30.91,40.04,3.58,10.41,0.0,96.35,37.59,60.91,1006.37,19.87,23.79,0.29,60.94,63.49,6163.2,6.75,0
4.26,10.47,11.41,14.55,18.72,6.59,11.5,15.97,21.36,28.54,78.95,1007.03,18.55,1.0,0.59,34.2,66.41,4804.94,5.23,0
3.99,6.66,53.21,91.08,120.92,2.49,16.65,78.05,131.31,27.2,84.94,1009.59,17.83,20.67,3.62,83.78,62.61,5325.61,1.52,0
0.42,0.76,1.68,99.54,139.18,2.44,0.0,0.0,44.22,29.81,64.05,1005.72,10.31,28.11,2.66,42.91,53.05,10379.18,0.0,0
5.77,80.49,87.59,95.11,98.17,4.12,62.69,48.21,27.91,29.43,74.05,978.05,12.36,23.97,2.1,70.25,59.93,8260.18,7.74,1
0.18,0.65,3.7,14.13,27.65,0.0,0.0,4.26,27.81,28.9,84.36,1000.9,20.75,20.96,2.02,40.84,51.39,1953.66,4.17,0
11.24,20.38,25.79,31.73,89.78,16.21,10.26,24.25,36.67,28.92,100.0,996.75,4.1,16.5,3.01,78.69,66.57,9383.8,0.19,0
9.02,11.51,17.56,29.62,44.28,13.76,11.57,12.81,0.0,23.83,86.96,1003.9,19.64,26.42,1.69,28.25,30.28,3425.65,4.66,0
6.12,22.74,152.94,157.26,199.89,3.94,26.42,112.31,147.9,30.54,73.17,1011.76,23.34,1.0,5.52,36.55,43.45,10948.44,0.84,0
3.14,30.43,45.8,49.36,52.26,7.54,47.71,40.18,37.0,19.48,93.56,1006.89,20.24,7.63,3.21,64.79,56.42,3304.91,8.98,1
41.26,41.46,45.78,48.89,77.23,48.93,46.56,30.42,48.46,31.29,72.99,993.67,15.36,10.54,3.9,57.26,63.31,5989.65,1.94,0
2.16,5.64,7.25,14.45,34.11,1.0,7.73,9.49,33.95,25.84,74.68,1014.57,16.25,12.62,3.86,55.98,19.7,8091.49,1.51,1
1.79,14.46,21.83,33.14,43.02,6.5,35.28,20.16,18.12,35.95,84.98,1013.22,18.56,22.49,2.86,70.89,88.12,11719.3,4.51,0
7.33,8.22,18.76,43.61,69.23,6.34,9.47,12.87,43.44,22.24,79.05,986.92,17.96,13.9,4.92,42.31,69.53,9452.91,2.59,0
1.1,9.11,14.72,31.71,36.74,0.0,4.5,0.0,8.27,19.91,95.54,982.22,8.76,7.55,1.85,63.46,59.47,7067.44,2.86,0
18.96,24.42,63.4,69.16,90.19,20.39,30.1,54.9,108.4,32.03,72.71,989.36,12.43,11.79,5.21,43.65,50.6,3484.8,3.73,0
34.09,36.42,38.62,66.98,73.08,19.07,33.68,42.08,70.29,25.99,58.76,997.11,27.65,33.06,5.45,32.34,74.55,3788.94,0.62,1
7.83,8.41,39.37,47.65,65.65,8.89,15.03,30.64,77.48,29.95,76.29,1003.86,21.18,20.93,2.29,52.22,98.0,3776.25,6.23,0
0.48,14.9,23.01,55.14,105.39,0.0,9.56,27.54,54.8,21.5,74.14,1003.15,15.67,32.62,3.94,45.8,55.63,6267.5,6.19,1
2.42,69.39,70.32,96.24,106.24,4.5,71.5,53.6,115.96,27.83,100.0,1012.27,6.07,26.47,4.74,75.89,71.27,12082.23,0.0,1
0.61,13.15,18.44,40.6,59.87,0.0,1.64,19.15,26.12,22.11,84.16,1004.68,18.99,45.1,3.07,63.87,69.47,7865.53,0.27,0
2.37,3.85,5.35,9.95,61.17,2.1,1.02,0.0,0.0,29.23,76.34,1005.59,0.0,13.68,3.45,80.9,61.86,12187.03,0.0,0
53.3,59.6,61.93,83.04,95.93,56.63,89.56,55.64,119.98,25.93,71.55,1014.43,6.38,14.53,1.12,69.35,62.73,2641.28,0.0,0
2.76,5.21,16.21,18.06,53.36,0.0,16.2,51.88,19.01,27.0,72.64,999.74,5.59,24.81,7.19,53.83,47.07,10513.29,1.97,0
5.92,10.35,21.57,25.79,36.69,4.11,15.14,32.92,25.14,32.89,93.95,1016.18,2.15,16.95,0.2,65.3,81.21,200.0,5.84,0
19.96,24.37,27.76,34.71,41.04,12.56,0.0,20.57,81.67,31.38,100.0,1006.22,15.18,1.0,5.18,68.12,82.22,200.0,1.38,0
70.0,77.64,81.08,86.5,93.81,70.49,68.18,86.56,83.03,33.19,94.19,991.0,3.14,21.36,0.57,48.33,67.38,200.0,0.0,1
51.14,56.63,71.34,113.67,143.25,65.92,26.07,84.39,75.65,25.39,91.1,1006.33,3.05,11.4,1.94,28.97,63.1,4366.75,7.79,1
8.4,37.88,91.34,126.23,169.92,8.79,16.61,108.76,152.35,33.14,86.05,999.1,11.99,22.59,0.95,66.31,67.76,2527.66,4.95,0
0.17,1.77,17.47,24.34,38.89,0.0,12.4,16.69,42.54,27.93,56.81,994.62,5.03,47.68,3.41,30.98,58.39,200.0,6.29,0
0.27,53.32,66.74,80.47,87.56,5.61,65.85,64.16,66.18,32.58,77.37,1008.93,19.07,14.22,0.2,67.14,50.89,5891.72,5.71,1
0.7,11.44,45.76,51.56,58.38,0.64,8.92,45.26,84.08,26.61,67.6,1003.19,24.42,20.4,1.69,57.85,50.41,4538.42,2.37,0
0.79,53.95,253.95,257.27,290.72,3.33,50.28,183.13,200.47,26.32,73.24,1023.16,19.91,21.37,2.41,78.16,80.63,2358.32,3.36,1
27.12,27.88,30.21,34.52,56.07,26.57,19.62,23.78,45.3,30.51,63.87,994.14,14.4,18.71,1.36,49.37,88.19,10570.78,1.0,1
5.16,8.43,11.3,150.2,155.87,7.18,5.01,34.81,198.25,28.44,100.0,1003.03,18.57,42.43,3.91,68.36,61.83,8170.18,5.56,1
7.71,21.11,29.22,31.39,42.77,0.05,26.75,3.79,84.51,24.89,94.88,999.08,7.89,16.42,4.55,49.53,58.1,5272.7,1.63,0
0.6,4.31,10.03,15.65,22.98,0.0,5.8,7.45,42.5,30.86,68.61,1008.0,13.15,20.22,4.01,59.05,52.62,200.0,0.0,0
1.7,29.1,33.75,48.58,135.38,0.0,24.21,37.31,38.39,28.2,76.0,1001.11,19.09,47.35,5.33,61.53,28.56,2104.71,0.0,0
0.23,6.26,15.43,74.39,97.63,4.93,12.41,9.06,124.41,26.62,88.87,1003.35,15.65,8.99,0.2,60.68,63.79,5321.87,0.08,0
25.52,29.15,61.31,63.66,64.83,32.79,38.17,43.68,121.79,22.6,65.56,1001.96,0.0,15.83,0.67,52.79,46.67,4362.23,0.0,1
3.75,37.23,237.23,247.33,268.08,0.8,41.17,208.0,327.88,29.11,79.85,1000.32,21.24,10.39,3.89,58.23,20.57,4182.68,6.98,1
1.44,3.33,20.9,31.62,39.43,3.85,0.0,46.32,63.25,22.23,63.6,1009.69,13.03,17.62,2.87,32.13,43.12,5772.38,2.36,0
13.92,32.09,32.9,44.64,49.5,16.02,6.81,29.89,63.52,31.06,71.16,993.64,17.86,19.01,0.2,50.55,45.98,5669.01,2.16,1
9.64,46.25,48.96,53.42,78.57,7.61,38.57,38.63,60.95,30.01,75.71,999.29,16.49,37.02,0.72,38.84,50.69,7124.02,7.23,1
4.82,12.31,13.35,22.23,119.88,3.71,23.0,26.15,49.13,23.53,88.51,1004.2,8.07,26.27,0.63,51.7,67.8,11659.93,3.05,1
3.08,21.83,30.76,32.93,45.53,5.39,20.33,46.84,41.29,28.11,87.13,1003.76,0.0,24.61,3.27,61.31,84.44,7051.06,7.31,0
6.8,57.54,82.44,89.32,96.85,3.42,38.71,57.39,104.74,24.57,69.77,1007.22,19.88,38.5,7.33,86.92,51.32,1929.22,4.65,0
44.4,121.69,135.75,177.42,193.81,45.46,112.8,111.73,168.53,28.18,75.79,1015.69,16.47,15.31,3.32,41.56,40.72,2740.32,0.0,1
0.11,2.93,3.51,50.06,55.39,0.0,22.95,0.0,31.82,20.83,68.19,1006.43,20.2,12.94,3.6,27.32,54.89,5098.17,3.79,0
24.21,46.33,70.11,75.36,150.13,29.27,22.73,69.72,77.24,28.4,71.4,1008.86,2.98,19.17,0.24,57.88,80.19,200.0,3.97,1
2.24,4.14,23.02,50.06,57.19,3.37,14.18,30.64,62.97,25.25,92.74,1019.13,15.9,38.65,3.97,27.18,51.68,5520.39,9.06,0
10.32,17.73,28.22,53.82,64.87,4.6,18.64,56.26,45.49,31.68,72.49,994.47,16.3,35.5,0.2,37.59,55.95,6267.51,2.2,1
15.6,26.77,32.53,43.36,87.37,16.91,28.33,45.01,81.78,31.02,91.26,993.48,20.77,32.22,0.2,52.51,65.14,7656.11,1.92,1
5.87,6.25,45.28,55.89,95.93,6.43,6.63,26.91,54.52,26.48,87.89,997.26,6.25,18.17,3.58,54.31,89.66,227.99,6.08,0
23.63,29.48,34.14,50.51,55.68,12.74,39.3,44.99,72.09,24.82,73.28,996.46,10.17,33.21,1.34,94.57,60.6,6860.83,11.56,1
1.61,2.23,13.66,39.14,42.97,0.1,0.0,9.0,55.19,24.93,77.83,1002.19,22.43,11.66,2.64,59.74,51.5,11709.67,7.41,0
9.88,15.72,20.54,22.12,58.83,9.84,3.95,2.03,63.64,14.6,81.85,1008.9,14.54,38.03,2.01,74.78,68.02,1525.52,2.25,0
2.69,40.98,44.45,47.56,65.06,0.52,37.15,53.65,45.14,26.14,66.35,1009.27,14.32,33.24,2.86,53.88,58.45,2962.45,0.0,0
1.54,3.32,9.62,42.55,46.23,0.0,4.09,12.99,42.09,30.82,83.4,1008.83,1.44,15.61,2.49,39.59,56.23,5117.38,0.0,1
6.36,23.86,26.54,27.22,36.29,5.11,41.09,0.0,36.41,24.84,74.7,997.84,15.12,1.0,2.05,50.84,98.0,9595.06,7.78,0
9.57,27.66,31.1,80.95,145.38,9.39,8.89,34.85,67.78,24.18,62.09,1000.73,23.89,14.44,1.52,39.6,50.83,7962.07,3.35,0
8.18,10.53,10.86,19.34,30.62,9.89,13.25,5.56,22.69,29.28,70.91,991.79,11.08,38.92,0.2,71.58,60.35,6069.52,1.18,0
8.48,18.77,23.35,30.92,71.99,14.89,23.23,28.85,40.04,31.08,50.21,1007.53,16.74,3.49,0.64,40.39,61.57,15553.64,11.65,1
0.61,1.24,3.06,30.2,31.65,3.83,0.62,0.0,15.96,24.97,84.76,1002.41,18.2,3.27,3.56,85.77,70.25,7397.61,5.76,0
0.6,9.59,19.16,24.01,32.12,0.26,14.65,0.0,51.71,17.46,81.54,986.52,22.29,18.91,4.32,61.46,39.63,9699.43,0.48,0
14.36,15.3,68.26,70.86,77.31,13.87,19.49,62.42,71.07,24.25,64.21,1000.21,22.84,5.33,2.36,61.42,55.01,8182.79,5.12,1
3.19,15.57,34.81,49.69,89.32,3.36,14.91,40.43,58.64,26.79,87.86,1003.84,25.29,26.64,2.14,62.98,62.08,4435.69,0.0,0
38.96,48.17,52.64,55.86,96.18,52.25,51.24,85.43,63.87,24.26,90.16,997.62,14.47,8.21,2.78,57.13,44.2,4508.32,0.19,1
4.31,25.96,35.9,37.31,78.09,0.0,23.29,31.88,72.54,26.2,100.0,998.47,25.16,10.42,3.57,27.97,79.56,9109.12,5.44,1
10.21,33.03,42.17,77.11,92.95,9.48,41.75,29.22,77.72,28.81,81.01,990.09,35.17,1.69,4.39,53.67,67.33,6778.31,2.73,1
18.15,29.04,32.78,34.41,35.82,25.21,27.33,24.62,0.0,33.13,62.02,1013.59,3.53,2.28,5.25,70.36,81.18,2257.14,3.7,0
2.45,8.81,34.93,37.09,63.7,2.54,18.56,19.22,39.11,24.81,86.21,1013.14,4.8,41.75,5.63,88.68,42.61,10088.35,1.87,0
1.42,1.67,15.28,64.03,67.63,8.08,4.71,17.35,73.45,30.92,95.36,994.52,11.89,1.0,1.25,43.26,55.76,2578.46,4.44,0
7.69,16.79,65.23,85.76,119.71,6.59,12.03,64.04,95.65,24.02,89.18,1006.43,12.55,24.88,3.46,60.38,76.85,7991.37,2.1,0
2.86,3.77,21.06,29.76,30.21,8.49,3.78,19.94,39.65,27.48,79.75,1003.74,17.0,24.26,4.32,50.87,49.44,5392.13,1.7,0
2.77,4.93,20.39,62.97,82.13,0.0,0.0,6.68,56.89,37.05,74.66,1007.99,20.21,10.65,2.04,28.81,71.89,9704.21,11.15,1
2.82,52.62,58.06,62.7,76.31,0.11,58.01,68.65,58.91,30.67,96.48,994.77,24.51,29.14,7.07,54.49,83.98,2203.07,5.1,0
1.16,29.97,31.3,45.38,61.97,5.19,28.08,34.91,54.73,25.36,80.16,1012.81,18.45,28.48,3.03,46.29,56.08,6296.47,5.6,0
0.48,10.58,15.83,57.77,62.31,1.1,8.96,29.75,51.61,22.56,64.72,1023.31,23.25,41.28,3.16,41.76,61.24,5065.64,7.42,0
17.22,18.3,22.29,55.38,66.46,19.34,23.61,19.19,95.03,26.43,79.14,991.24,27.71,1.0,5.62,57.0,65.71,4908.34,0.9,1
4.03,12.51,37.48,43.3,51.12,0.0,10.54,8.59,84.9,31.28,81.17,1012.49,1.47,11.53,3.08,45.8,30.19,4520.05,6.86,0
0.9,2.41,6.15,78.9,83.34,0.0,15.08,5.48,115.64,17.06,100.0,1014.61,4.98,18.36,3.29,63.36,56.32,3232.53,11.62,0
30.71,39.61,49.75,56.31,73.74,14.86,46.11,40.01,25.66,19.46,78.77,974.65,8.67,25.28,1.4,78.64,69.32,5409.26,1.09,0
4.72,8.36,9.28,26.09,39.11,3.32,21.02,7.58,23.83,25.87,78.93,1020.01,9.86,26.5,4.44,56.31,69.55,9613.03,6.83,0
10.07,13.71,22.53,84.81,108.84,6.78,9.95,27.16,90.76,29.87,87.51,981.76,20.62,1.0,3.06,62.47,78.06,8189.42,3.94,1
1.1,13.66,44.84,45.84,86.69,6.8,20.63,81.64,50.71,30.76,86.22,1005.09,16.84,15.0,3.4,40.44,64.78,9129.15,7.11,0
2.87,19.93,40.31,53.45,61.12,2.07,28.66,53.96,38.19,32.43,72.8,1001.1,0.0,9.02,0.69,64.63,32.61,8059.33,0.42,0
17.22,21.09,219.61,234.92,243.42,8.43,11.06,204.51,188.34,28.58,74.02,1003.82,20.07,22.94,3.43,56.41,59.04,7314.9,7.91,1
5.52,11.79,86.33,89.07,109.72,9.83,11.26,48.42,85.53,27.58,89.76,1001.12,23.19,38.09,6.23,40.5,90.26,6723.74,9.12,0
2.98,3.59,8.34,9.2,13.99,4.32,3.89,12.69,12.36,27.23,67.85,1006.77,6.57,24.13,4.72,55.12,18.62,7083.58,8.02,0
18.96,21.04,34.88,47.9,62.45,17.41,10.89,30.42,81.58,30.29,83.72,1004.52,8.82,26.98,1.5,72.33,82.58,7704.5,9.29,0
0.63,5.83,9.39,22.05,42.61,1.93,14.42,16.46,0.0,27.08,85.3,1000.26,13.63,13.56,3.71,92.8,74.96,2130.21,1.22,0
4.28,90.86,92.06,94.81,127.88,6.06,56.35,85.34,106.07,21.15,72.15,993.23,17.13,20.92,1.42,56.03,61.67,12472.24,4.98,1
3.03,5.64,17.31,29.14,43.68,6.44,0.0,33.83,51.64,31.83,98.51,983.99,13.6,1.0,4.31,61.88,79.68,5794.74,2.87,0
2.62,4.2,6.12,40.42,55.37,0.0,9.94,8.48,47.28,23.93,69.85,997.42,4.08,23.23,0.36,63.81,68.53,7819.27,4.67,0
26.53,28.72,35.7,68.3,165.89,21.74,31.03,46.26,58.49,19.55,76.31,1008.55,6.37,36.09,6.16,41.7,47.13,6417.47,3.11,0
2.19,4.53,4.87,53.14,57.99,0.32,4.2,23.47,37.41,28.54,70.75,1013.16,17.33,27.04,0.69,78.39,45.25,7882.12,0.0,0
2.67,29.68,32.41,54.28,114.84,0.0,25.88,38.57,59.13,20.36,58.33,1014.28,6.33,41.88,1.79,67.64,36.62,2179.5,3.74,0
3.32,4.92,7.29,7.9,12.97,1.26,0.41,5.71,38.79,23.68,76.34,1009.19,25.11,2.01,2.17,47.81,60.75,3090.57,2.03,0
9.79,11.08,18.81,25.07,44.21,11.76,0.0,8.54,58.62,19.62,89.37,1004.42,25.96,13.04,1.76,55.47,52.3,3122.74,5.29,0
1.41,2.29,73.48,76.53,91.66,0.56,5.48,37.18,36.75,29.37,90.34,1010.48,13.79,6.7,1.5,83.4,98.0,6876.57,1.59,0
2.65,3.97,28.7,30.09,50.36,0.0,6.38,8.89,32.7,22.66,81.64,1010.42,13.15,21.65,6.88,55.39,77.75,9842.02,0.0,0
2.95,4.74,12.2,16.28,42.27,2.05,5.5,2.59,45.45,24.15,72.89,1004.33,18.88,15.59,3.08,58.55,81.83,8352.65,0.8,0
2.88,28.4,53.19,65.05,110.94,8.33,36.88,64.65,50.61,19.9,84.0,1003.76,2.73,21.9,2.67,79.88,58.64,8172.6,0.0,0
1.09,4.91,35.98,64.06,97.09,6.24,20.93,27.67,30.14,22.22,73.52,1017.07,8.49,27.53,2.25,44.19,73.6,14255.63,0.0,0
28.64,53.63,78.22,85.93,96.18,28.1,65.1,45.32,94.74,35.0,76.92,1010.91,8.9,23.0,3.33,42.05,58.75,7075.28,3.05,0
23.39,27.48,32.76,35.49,96.44,17.86,12.21,30.83,46.17,35.13,71.97,1003.32,3.86,14.81,2.72,59.82,53.77,6322.05,1.68,0
45.74,48.38,97.07,105.39,110.37,35.3,27.06,105.03,140.68,29.63,94.89,1013.64,24.19,13.39,3.92,72.54,62.93,7343.44,4.96,1
5.81,13.93,30.87,59.53,70.3,0.71,1.66,0.0,50.73,26.92,96.9,1007.8,28.9,9.16,2.29,75.86,67.57,6750.03,3.3,1
2.98,51.83,64.96,85.6,88.49,5.27,67.28,48.8,110.81,22.98,84.69,996.71,17.85,18.65,2.65,38.91,75.4,4564.37,3.55,1
4.8,36.16,38.23,88.4,109.83,9.95,38.64,22.08,113.47,28.18,74.15,991.11,3.89,8.12,1.8,68.64,68.61,10483.7,5.37,0
7.63,20.94,28.52,86.54,149.5,9.43,15.23,19.18,21.23,26.1,77.75,1015.08,21.29,26.43,4.02,53.97,92.74,7365.63,0.69,0
2.5,3.92,36.66,42.18,58.7,4.3,0.0,47.46,41.16,18.53,64.4,1004.73,10.57,23.27,4.11,72.17,98.0,5537.58,1.81,0
1.55,4.07,34.29,52.44,54.71,3.83,9.07,38.03,67.32,27.49,88.88,995.26,14.05,35.28,0.92,59.88,98.0,9380.72,7.12,0
5.67,9.79,14.98,24.51,30.74,9.89,19.81,3.1,7.05,23.22,69.38,999.04,14.89,1.0,5.98,61.82,59.53,8620.52,0.0,0
3.99,53.51,59.54,71.71,86.59,0.58,56.06,41.58,104.77,25.21,72.63,987.68,2.74,20.2,8.02,78.47,71.59,6045.77,1.48,0
0.32,6.3,16.93,95.69,111.27,2.62,9.72,10.48,161.67,28.2,78.65,1003.96,0.0,28.92,5.49,55.19,62.77,7976.6,2.27,0
0.82,4.65,12.13,16.84,25.51,1.14,9.0,0.0,27.02,27.74,96.75,997.06,7.43,17.46,4.86,51.07,77.5,1845.31,4.48,0
2.23,3.54,14.17,62.29,70.33,5.68,11.26,0.0,57.23,22.88,94.72,999.04,14.37,29.38,0.2,65.5,90.83,4590.55,5.04,0
57.97,59.3,67.65,151.69,180.69,77.94,73.9,62.67,62.69,30.83,73.62,1016.04,17.32,1.0,1.95,64.32,78.93,10146.7,5.56,1
12.06,14.4,28.96,32.68,40.21,11.92,21.48,30.45,84.75,23.42,84.6,1015.94,29.69,9.77,1.39,61.37,48.3,4333.94,3.71,0
1.63,18.24,27.85,36.52,40.59,0.0,14.06,21.97,34.07,19.31,80.89,1006.43,25.8,1.0,0.2,25.32,78.61,200.0,0.39,0
21.89,31.71,57.1,69.36,84.3,16.82,39.69,42.71,89.09,25.54,62.66,995.42,3.01,34.84,1.84,65.84,74.03,12722.1,1.89,0
1.13,3.22,13.22,13.7,19.47,2.3,1.57,29.02,0.0,27.91,89.16,997.57,5.97,34.06,4.84,27.57,62.73,2831.14,4.0,0
0.7,2.92,49.95,59.58,74.14,1.71,1.9,45.99,42.15,23.7,71.18,1003.35,13.17,20.82,2.29,28.09,46.12,5214.07,3.25,0
1.6,21.92,36.24,49.4,86.33,0.0,15.54,41.96,57.63,26.42,90.96,1007.3,13.64,16.82,2.02,71.28,75.19,6865.89,5.88,0
0.16,4.37,5.18,175.17,179.93,2.64,16.25,0.0,149.03,35.36,100.0,1001.43,12.83,25.12,5.61,80.22,68.78,7503.66,5.36,0
0.69,7.77,9.96,40.19,120.86,2.4,3.26,0.0,26.16,25.98,83.08,1000.66,15.78,45.93,3.0,46.13,59.93,5163.5,4.13,0
14.55,17.92,32.19,44.24,48.92,15.83,11.77,26.65,35.8,25.54,65.82,999.21,12.22,27.06,2.19,41.52,71.87,10359.59,0.0,0
4.97,8.73,17.15,25.17,52.56,4.36,0.0,38.23,0.0,30.81,70.19,1005.14,0.0,5.63,0.2,35.61,53.04,6184.91,7.22,0
0.51,2.81,6.59,12.61,14.82,3.24,7.09,0.0,9.98,37.03,80.77,1005.09,25.64,18.95,1.2,54.6,56.07,200.0,11.65,0
38.73,44.6,64.29,67.08,150.15,36.85,34.74,38.54,47.18,29.04,87.25,1003.34,28.73,11.74,3.59,70.9,51.34,10540.0,6.35,0
0.8,5.78,18.01,32.2,116.05,4.41,15.12,2.12,13.03,35.25,73.56,1020.98,10.2,19.94,0.51,51.47,67.44,1976.53,2.84,0
8.87,9.01,28.89,71.19,74.24,2.62,26.72,54.19,67.5,25.22,61.51,1000.42,2.92,26.44,1.76,66.2,80.08,5380.08,6.55,0
9.8,10.41,20.01,24.3,28.4,11.28,0.0,20.47,51.32,26.91,60.54,992.53,12.97,7.21,2.99,39.09,51.66,4263.22,3.4,0
2.92,39.73,66.42,69.84,72.34,8.19,38.39,78.65,60.54,32.97,80.63,1006.53,24.06,34.65,4.46,52.31,73.9,7915.23,0.6,0
1.09,2.13,47.47,72.86,82.23,0.41,9.85,59.71,56.91,25.17,74.0,1008.04,24.03,9.91,2.35,53.77,63.45,1308.6,8.57,0
6.05,6.85,7.31,22.11,51.95,5.19,18.29,0.0,0.0,36.26,85.42,1007.79,17.46,9.03,3.28,54.91,66.6,5081.81,2.56,1
5.91,6.19,15.93,142.71,231.21,6.2,18.03,20.41,90.05,23.77,100.0,1000.0,17.99,21.03,2.21,58.92,54.26,9239.92,0.63,0
1.13,1.45,7.39,27.63,69.07,2.36,14.39,0.0,74.28,21.05,67.2,993.78,15.56,54.16,4.02,25.11,61.0,7651.22,4.94,0
2.05,15.77,41.98,51.13,60.69,1.35,11.07,3.11,75.19,20.74,72.33,986.82,12.42,6.02,4.15,52.45,38.99,10651.66,4.27,1
43.3,43.66,50.1,52.52,61.78,54.85,38.45,69.24,66.96,23.46,83.51,1000.14,21.09,15.23,3.66,59.83,53.81,5623.25,10.04,0
15.4,65.81,93.38,99.41,108.69,11.62,76.56,96.29,102.95,25.8,64.01,1001.03,4.93,24.09,2.59,61.65,73.81,2326.3,4.28,1
4.14,6.16,7.1,23.92,117.64,2.83,20.34,18.21,56.34,28.2,57.41,1003.49,17.46,15.29,2.38,38.79,79.13,7478.29,5.85,1
0.64,1.77,5.27,78.74,86.66,0.0,9.32,0.0,53.48,28.51,82.57,1008.62,20.1,21.19,3.57,75.97,71.07,5222.03,6.05,0
2.0,13.83,16.26,25.16,28.72,0.0,22.12,0.0,39.49,20.65,94.2,1000.18,29.52,21.91,6.12,55.21,48.56,15132.17,5.8,0
0.84,7.06,10.09,14.2,17.09,0.0,13.49,24.31,0.0,21.52,65.43,1008.34,22.98,28.82,5.16,48.33,54.98,10696.77,5.89,0
24.19,33.94,39.9,44.19,57.82,30.86,17.72,36.62,30.1,24.65,79.85,999.08,15.03,10.67,2.43,61.4,47.38,4431.2,3.31,0
8.51,9.2,11.84,19.21,57.04,4.43,12.39,0.0,13.07,24.1,70.13,1021.76,24.85,25.29,3.93,57.63,54.64,200.0,2.7,0
27.19,29.9,46.94,60.84,89.19,20.12,15.45,55.03,54.46,33.12,89.42,1008.1,29.89,34.81,3.54,35.88,80.28,4507.86,1.66,1
11.79,26.41,65.03,74.79,118.8,12.83,19.16,26.96,91.04,26.0,97.38,1007.49,7.81,27.63,1.46,66.68,57.17,9230.12,0.0,0
21.04,22.33,36.31,46.96,81.04,17.47,14.07,2.35,14.5,22.36,63.63,1003.4,7.0,26.9,1.59,54.81,37.95,6270.34,5.58,0
5.92,8.21,27.75,92.75,193.37,5.25,0.0,12.29,118.11,39.33,90.1,992.11,28.59,1.0,3.15,27.96,68.53,5615.23,1.9,0
0.48,0.93,3.92,17.23,76.93,3.79,0.0,0.0,55.87,20.3,74.53,997.79,18.06,52.74,3.52,52.2,57.83,8988.92,8.12,0
0.94,2.56,4.17,4.6,8.14,0.0,19.28,1.84,0.0,29.45,69.34,992.27,8.16,32.73,2.93,52.98,38.66,6767.36,6.55,0
4.85,12.63,58.89,131.29,306.83,9.28,18.38,40.59,152.27,34.56,61.42,1014.3,16.7,1.0,1.36,32.72,61.63,7641.1,9.62,1
1.71,2.33,7.18,37.3,45.74,3.6,0.0,0.0,90.22,25.05,98.07,1006.07,30.75,43.42,5.49,70.97,53.9,11244.57,10.38,1
0.59,15.51,16.17,40.43,57.0,0.0,18.85,24.14,75.63,27.3,91.4,1013.78,7.91,18.15,2.86,60.66,41.56,7983.24,8.49,0
1.52,5.62,19.88,24.02,92.96,1.23,0.0,33.55,4.47,28.22,61.85,1011.44,16.74,20.76,4.37,54.05,70.76,9950.82,4.72,0
3.3,12.61,29.36,50.67,57.69,4.39,9.69,3.6,22.63,28.89,88.8,1009.94,9.04,8.92,4.72,47.6,71.67,6752.82,4.42,0
